family	feature	value
chc-che-ee-hc-he	n_obs	1
chc-che-ee-hc-he	len_7	1
chc-che-ee-hc-he	suf1_y	1
chc-che-ee-hc-he	suf2_ey	1
chc-che-hc-he	n_obs	2
chc-che-hc-he	len_7	0.5
chc-che-hc-he	len_8	0.5
chc-che-hc-he	suf1_l	0.5
chc-che-hc-he	suf1_y	0.5
chc-che-hc-he	suf2_al	0.5
chc-che-hc-he	suf2_ky	0.5
chc-ct-hc-hct	n_obs	100
chc-ct-hc-hct	len_10	0.01
chc-ct-hc-hct	len_5	0.04
chc-ct-hc-hct	len_6	0.7
chc-ct-hc-hct	len_7	0.17
chc-ct-hc-hct	len_8	0.06
chc-ct-hc-hct	len_9	0.02
chc-ct-hc-hct	suf1_a	0.01
chc-ct-hc-hct	suf1_d	0.01
chc-ct-hc-hct	suf1_h	0.02
chc-ct-hc-hct	suf1_l	0.02
chc-ct-hc-hct	suf1_m	0.02
chc-ct-hc-hct	suf1_n	0.01
chc-ct-hc-hct	suf1_o	0.04
chc-ct-hc-hct	suf1_r	0.02
chc-ct-hc-hct	suf1_y	0.85
chc-ct-hc-hct	suf2_al	0.02
chc-ct-hc-hct	suf2_am	0.02
chc-ct-hc-hct	suf2_ar	0.01
chc-ct-hc-hct	suf2_dy	0.07
chc-ct-hc-hct	suf2_hd	0.01
chc-ct-hc-hct	suf2_ho	0.03
chc-ct-hc-hct	suf2_hy	0.77
chc-ct-hc-hct	suf2_in	0.01
chc-ct-hc-hct	suf2_or	0.01
chc-ct-hc-hct	suf2_so	0.01
chc-ct-hc-hct	suf2_ta	0.01
chc-ct-hc-hct	suf2_th	0.02
chc-ct-hc-hct	suf2_ty	0.01
chc-ct-hc-hct-he	n_obs	13
chc-ct-hc-hct-he	len_7	0.461538462
chc-ct-hc-hct-he	len_8	0.538461538
chc-ct-hc-hct-he	suf1_d	0.076923077
chc-ct-hc-hct-he	suf1_y	0.923076923
chc-ct-hc-hct-he	suf2_dy	0.538461538
chc-ct-hc-hct-he	suf2_ed	0.076923077
chc-ct-hc-hct-he	suf2_ey	0.384615385
chc-ct-hc-hct-lc	n_obs	1
chc-ct-hc-hct-lc	len_7	1
chc-ct-hc-hct-lc	suf1_y	1
chc-ct-hc-hct-lc	suf2_hy	1
chc-ct-hc-hct-lc-olc	n_obs	3
chc-ct-hc-hct-lc-olc	len_10	0.333333333
chc-ct-hc-hct-lc-olc	len_8	0.666666667
chc-ct-hc-hct-lc-olc	suf1_y	1
chc-ct-hc-hct-lc-olc	suf2_hy	1
chc-ct-hc-hct-tc-tch	n_obs	1
chc-ct-hc-hct-tc-tch	len_7	1
chc-ct-hc-hct-tc-tch	suf1_y	1
chc-ct-hc-hct-tc-tch	suf2_hy	1
chc-ct-hc-hct-yc-ych	n_obs	1
chc-ct-hc-hct-yc-ych	len_8	1
chc-ct-hc-hct-yc-ych	suf1_d	1
chc-ct-hc-hct-yc-ych	suf2_od	1
chc-dc-dch-hc	n_obs	3
chc-dc-dch-hc	len_6	0.333333333
chc-dc-dch-hc	len_7	0.666666667
chc-dc-dch-hc	suf1_y	1
chc-dc-dch-hc	suf2_hy	1
chc-dc-dch-hc-he	n_obs	1
chc-dc-dch-hc-he	len_9	1
chc-dc-dch-hc-he	suf1_y	1
chc-dc-dch-hc-he	suf2_dy	1
chc-ee-hc-he	n_obs	2
chc-ee-hc-he	len_8	1
chc-ee-hc-he	suf1_d	0.5
chc-ee-hc-he	suf1_y	0.5
chc-ee-hc-he	suf2_ed	0.5
chc-ee-hc-he	suf2_ey	0.5
chc-ee-hc-tc-tch-yt-ytc	n_obs	1
chc-ee-hc-tc-tch-yt-ytc	len_9	1
chc-ee-hc-tc-tch-yt-ytc	suf1_y	1
chc-ee-hc-tc-tch-yt-ytc	suf2_ey	1
chc-hc	n_obs	192
chc-hc	len_10	0.005208333
chc-hc	len_12	0.005208333
chc-hc	len_4	0.005208333
chc-hc	len_5	0.020833333
chc-hc	len_6	0.661458333
chc-hc	len_7	0.255208333
chc-hc	len_8	0.036458333
chc-hc	len_9	0.010416667
chc-hc	suf1_a	0.005208333
chc-hc	suf1_d	0.026041667
chc-hc	suf1_h	0.005208333
chc-hc	suf1_l	0.036458333
chc-hc	suf1_m	0.010416667
chc-hc	suf1_n	0.020833333
chc-hc	suf1_o	0.005208333
chc-hc	suf1_r	0.026041667
chc-hc	suf1_s	0.015625
chc-hc	suf1_y	0.848958333
chc-hc	suf2_al	0.015625
chc-hc	suf2_am	0.010416667
chc-hc	suf2_ar	0.010416667
chc-hc	suf2_cs	0.005208333
chc-hc	suf2_da	0.005208333
chc-hc	suf2_dy	0.09375
chc-hc	suf2_ey	0.005208333
chc-hc	suf2_hd	0.015625
chc-hc	suf2_ho	0.005208333
chc-hc	suf2_hs	0.010416667
chc-hc	suf2_hy	0.71875
chc-hc	suf2_in	0.020833333
chc-hc	suf2_kh	0.005208333
chc-hc	suf2_ky	0.005208333
chc-hc	suf2_ly	0.005208333
chc-hc	suf2_od	0.005208333
chc-hc	suf2_ol	0.020833333
chc-hc	suf2_or	0.015625
chc-hc	suf2_py	0.005208333
chc-hc	suf2_ty	0.015625
chc-hc	suf2_yd	0.005208333
chc-hc-he	n_obs	45
chc-hc-he	len_7	0.666666667
chc-hc-he	len_8	0.311111111
chc-hc-he	len_9	0.022222222
chc-hc-he	suf1_l	0.022222222
chc-hc-he	suf1_r	0.022222222
chc-hc-he	suf1_y	0.955555556
chc-hc-he	suf2_al	0.022222222
chc-hc-he	suf2_dy	0.288888889
chc-hc-he	suf2_ey	0.666666667
chc-hc-he	suf2_or	0.022222222
chc-hc-he-lc	n_obs	1
chc-hc-he-lc	len_9	1
chc-hc-he-lc	suf1_y	1
chc-hc-he-lc	suf2_dy	1
chc-hc-ke-ok-oke-qok	n_obs	1
chc-hc-ke-ok-oke-qok	len_10	1
chc-hc-ke-ok-oke-qok	suf1_y	1
chc-hc-ke-ok-oke-qok	suf2_hy	1
chc-hc-lc	n_obs	2
chc-hc-lc	len_7	0.5
chc-hc-lc	len_9	0.5
chc-hc-lc	suf1_y	1
chc-hc-lc	suf2_hy	1
chc-hc-oe	n_obs	1
chc-hc-oe	len_10	1
chc-hc-oe	suf1_y	1
chc-hc-oe	suf2_hy	1
chc-hc-ok	n_obs	1
chc-hc-ok	len_10	1
chc-hc-ok	suf1_y	1
chc-hc-ok	suf2_hy	1
chc-hc-op-opc-pc-qop	n_obs	2
chc-hc-op-opc-pc-qop	len_8	0.5
chc-hc-op-opc-pc-qop	len_9	0.5
chc-hc-op-opc-pc-qop	suf1_s	0.5
chc-hc-op-opc-pc-qop	suf1_y	0.5
chc-hc-op-opc-pc-qop	suf2_hs	0.5
chc-hc-op-opc-pc-qop	suf2_hy	0.5
chc-hc-pc	n_obs	1
chc-hc-pc	len_8	1
chc-hc-pc	suf1_y	1
chc-hc-pc	suf2_dy	1
chc-hc-yc-ych	n_obs	1
chc-hc-yc-ych	len_7	1
chc-hc-yc-ych	suf1_y	1
chc-hc-yc-ych	suf2_hy	1
che-ct-dc-dch-he	n_obs	1
che-ct-dc-dch-he	len_9	1
che-ct-dc-dch-he	suf1_y	1
che-ct-dc-dch-he	suf2_hy	1
che-ct-ee-he	n_obs	2
che-ct-ee-he	len_10	0.5
che-ct-ee-he	len_8	0.5
che-ct-ee-he	suf1_y	1
che-ct-ee-he	suf2_ey	0.5
che-ct-ee-he	suf2_hy	0.5
che-ct-he	n_obs	42
che-ct-he	len_10	0.023809524
che-ct-he	len_7	0.619047619
che-ct-he	len_8	0.261904762
che-ct-he	len_9	0.095238095
che-ct-he	suf1_l	0.023809524
che-ct-he	suf1_m	0.047619048
che-ct-he	suf1_y	0.928571429
che-ct-he	suf2_al	0.023809524
che-ct-he	suf2_am	0.023809524
che-ct-he	suf2_dy	0.095238095
che-ct-he	suf2_ey	0.095238095
che-ct-he	suf2_hm	0.023809524
che-ct-he	suf2_hy	0.738095238
che-ct-he-yc-ych	n_obs	1
che-ct-he-yc-ych	len_8	1
che-ct-he-yc-ych	suf1_y	1
che-ct-he-yc-ych	suf2_hy	1
che-dc-dch-ee-he	n_obs	21
che-dc-dch-ee-he	len_10	0.095238095
che-dc-dch-ee-he	len_5	0.047619048
che-dc-dch-ee-he	len_6	0.333333333
che-dc-dch-ee-he	len_7	0.428571429
che-dc-dch-ee-he	len_8	0.047619048
che-dc-dch-ee-he	len_9	0.047619048
che-dc-dch-ee-he	suf1_e	0.047619048
che-dc-dch-ee-he	suf1_s	0.19047619
che-dc-dch-ee-he	suf1_y	0.761904762
che-dc-dch-ee-he	suf2_dy	0.238095238
che-dc-dch-ee-he	suf2_ee	0.047619048
che-dc-dch-ee-he	suf2_es	0.047619048
che-dc-dch-ee-he	suf2_ey	0.476190476
che-dc-dch-ee-he	suf2_ky	0.047619048
che-dc-dch-ee-he	suf2_os	0.142857143
che-dc-dch-he	n_obs	71
che-dc-dch-he	len_10	0.014084507
che-dc-dch-he	len_12	0.014084507
che-dc-dch-he	len_5	0.309859155
che-dc-dch-he	len_6	0.38028169
che-dc-dch-he	len_7	0.126760563
che-dc-dch-he	len_8	0.098591549
che-dc-dch-he	len_9	0.056338028
che-dc-dch-he	suf1_d	0.084507042
che-dc-dch-he	suf1_l	0.112676056
che-dc-dch-he	suf1_n	0.070422535
che-dc-dch-he	suf1_o	0.084507042
che-dc-dch-he	suf1_r	0.042253521
che-dc-dch-he	suf1_s	0.014084507
che-dc-dch-he	suf1_y	0.591549296
che-dc-dch-he	suf2_al	0.014084507
che-dc-dch-he	suf2_ar	0.014084507
che-dc-dch-he	suf2_cy	0.014084507
che-dc-dch-he	suf2_dl	0.014084507
che-dc-dch-he	suf2_dy	0.253521127
che-dc-dch-he	suf2_ed	0.070422535
che-dc-dch-he	suf2_eo	0.084507042
che-dc-dch-he	suf2_ey	0.253521127
che-dc-dch-he	suf2_hy	0.042253521
che-dc-dch-he	suf2_in	0.070422535
che-dc-dch-he	suf2_ly	0.014084507
che-dc-dch-he	suf2_od	0.014084507
che-dc-dch-he	suf2_ol	0.084507042
che-dc-dch-he	suf2_or	0.028169014
che-dc-dch-he	suf2_os	0.014084507
che-dc-dch-he	suf2_ty	0.014084507
che-dc-dch-he-oe	n_obs	1
che-dc-dch-he-oe	len_8	1
che-dc-dch-he-oe	suf1_y	1
che-dc-dch-he-oe	suf2_ey	1
che-dc-dch-he-ok	n_obs	2
che-dc-dch-he-ok	len_7	1
che-dc-dch-he-ok	suf1_y	1
che-dc-dch-he-ok	suf2_ky	1
che-dc-dch-he-pc	n_obs	2
che-dc-dch-he-pc	len_9	1
che-dc-dch-he-pc	suf1_y	1
che-dc-dch-he-pc	suf2_dy	0.5
che-dc-dch-he-pc	suf2_hy	0.5
che-dc-dch-he-tc-tch	n_obs	1
che-dc-dch-he-tc-tch	len_12	1
che-dc-dch-he-tc-tch	suf1_s	1
che-dc-dch-he-tc-tch	suf2_hs	1
che-dc-dch-he-yt	n_obs	1
che-dc-dch-he-yt	len_9	1
che-dc-dch-he-yt	suf1_n	1
che-dc-dch-he-yt	suf2_in	1
che-ee-he	n_obs	395
che-ee-he	len_10	0.015189873
che-ee-he	len_13	0.002531646
che-ee-he	len_4	0.002531646
che-ee-he	len_5	0.470886076
che-ee-he	len_6	0.336708861
che-ee-he	len_7	0.086075949
che-ee-he	len_8	0.055696203
che-ee-he	len_9	0.030379747
che-ee-he	suf1_a	0.002531646
che-ee-he	suf1_d	0.010126582
che-ee-he	suf1_e	0.005063291
che-ee-he	suf1_f	0.005063291
che-ee-he	suf1_g	0.002531646
che-ee-he	suf1_l	0.032911392
che-ee-he	suf1_m	0.007594937
che-ee-he	suf1_n	0.043037975
che-ee-he	suf1_o	0.035443038
che-ee-he	suf1_r	0.060759494
che-ee-he	suf1_s	0.108860759
che-ee-he	suf1_t	0.002531646
che-ee-he	suf1_y	0.683544304
che-ee-he	suf2_al	0.007594937
che-ee-he	suf2_am	0.005063291
che-ee-he	suf2_an	0.005063291
che-ee-he	suf2_ar	0.015189873
che-ee-he	suf2_dy	0.172151899
che-ee-he	suf2_ed	0.005063291
che-ee-he	suf2_ee	0.005063291
che-ee-he	suf2_ef	0.005063291
che-ee-he	suf2_eg	0.002531646
che-ee-he	suf2_el	0.002531646
che-ee-he	suf2_em	0.002531646
che-ee-he	suf2_en	0.007594937
che-ee-he	suf2_eo	0.035443038
che-ee-he	suf2_er	0.007594937
che-ee-he	suf2_es	0.088607595
che-ee-he	suf2_et	0.002531646
che-ee-he	suf2_ey	0.440506329
che-ee-he	suf2_fy	0.002531646
che-ee-he	suf2_in	0.030379747
che-ee-he	suf2_ir	0.002531646
che-ee-he	suf2_ky	0.050632911
che-ee-he	suf2_od	0.005063291
che-ee-he	suf2_ol	0.02278481
che-ee-he	suf2_or	0.035443038
che-ee-he	suf2_os	0.020253165
che-ee-he	suf2_sy	0.007594937
che-ee-he	suf2_ta	0.002531646
che-ee-he	suf2_ty	0.010126582
che-ee-he-ke	n_obs	21
che-ee-he-ke	len_10	0.095238095
che-ee-he-ke	len_7	0.571428571
che-ee-he-ke	len_8	0.19047619
che-ee-he-ke	len_9	0.142857143
che-ee-he-ke	suf1_k	0.047619048
che-ee-he-ke	suf1_n	0.047619048
che-ee-he-ke	suf1_o	0.047619048
che-ee-he-ke	suf1_y	0.857142857
che-ee-he-ke	suf2_dy	0.238095238
che-ee-he-ke	suf2_ek	0.047619048
che-ee-he-ke	suf2_en	0.047619048
che-ee-he-ke	suf2_eo	0.047619048
che-ee-he-ke	suf2_ey	0.571428571
che-ee-he-ke	suf2_hy	0.047619048
che-ee-he-ke-lc-ok-oke	n_obs	1
che-ee-he-ke-lc-ok-oke	len_11	1
che-ee-he-ke-lc-ok-oke	suf1_y	1
che-ee-he-ke-lc-ok-oke	suf2_dy	1
che-ee-he-ke-lc-ok-oke-olc-qok	n_obs	1
che-ee-he-ke-lc-ok-oke-olc-qok	len_11	1
che-ee-he-ke-lc-ok-oke-olc-qok	suf1_y	1
che-ee-he-ke-lc-ok-oke-olc-qok	suf2_ey	1
che-ee-he-ke-oe	n_obs	2
che-ee-he-ke-oe	len_9	1
che-ee-he-ke-oe	suf1_y	1
che-ee-he-ke-oe	suf2_ey	1
che-ee-he-ke-ok-oke	n_obs	11
che-ee-he-ke-ok-oke	len_12	0.090909091
che-ee-he-ke-ok-oke	len_13	0.090909091
che-ee-he-ke-ok-oke	len_8	0.636363636
che-ee-he-ke-ok-oke	len_9	0.181818182
che-ee-he-ke-ok-oke	suf1_o	0.181818182
che-ee-he-ke-ok-oke	suf1_s	0.090909091
che-ee-he-ke-ok-oke	suf1_y	0.727272727
che-ee-he-ke-ok-oke	suf2_dy	0.090909091
che-ee-he-ke-ok-oke	suf2_eo	0.181818182
che-ee-he-ke-ok-oke	suf2_ey	0.636363636
che-ee-he-ke-ok-oke	suf2_os	0.090909091
che-ee-he-ke-ok-oke-pc	n_obs	1
che-ee-he-ke-ok-oke-pc	len_9	1
che-ee-he-ke-ok-oke-pc	suf1_y	1
che-ee-he-ke-ok-oke-pc	suf2_ey	1
che-ee-he-ke-ok-oke-qok	n_obs	1
che-ee-he-ke-ok-oke-qok	len_9	1
che-ee-he-ke-ok-oke-qok	suf1_y	1
che-ee-he-ke-ok-oke-qok	suf2_ey	1
che-ee-he-ke-yk	n_obs	1
che-ee-he-ke-yk	len_9	1
che-ee-he-ke-yk	suf1_y	1
che-ee-he-ke-yk	suf2_oy	1
che-ee-he-lc	n_obs	23
che-ee-he-lc	len_10	0.043478261
che-ee-he-lc	len_6	0.52173913
che-ee-he-lc	len_7	0.434782609
che-ee-he-lc	suf1_d	0.043478261
che-ee-he-lc	suf1_l	0.043478261
che-ee-he-lc	suf1_r	0.043478261
che-ee-he-lc	suf1_s	0.043478261
che-ee-he-lc	suf1_y	0.826086957
che-ee-he-lc	suf2_dy	0.260869565
che-ee-he-lc	suf2_ed	0.043478261
che-ee-he-lc	suf2_es	0.043478261
che-ee-he-lc	suf2_ey	0.52173913
che-ee-he-lc	suf2_ky	0.043478261
che-ee-he-lc	suf2_ol	0.043478261
che-ee-he-lc	suf2_or	0.043478261
che-ee-he-lc-ok-qok	n_obs	1
che-ee-he-lc-ok-qok	len_9	1
che-ee-he-lc-ok-qok	suf1_y	1
che-ee-he-lc-ok-qok	suf2_ey	1
che-ee-he-lc-olc	n_obs	19
che-ee-he-lc-olc	len_7	0.315789474
che-ee-he-lc-olc	len_8	0.421052632
che-ee-he-lc-olc	len_9	0.263157895
che-ee-he-lc-olc	suf1_m	0.052631579
che-ee-he-lc-olc	suf1_r	0.052631579
che-ee-he-lc-olc	suf1_s	0.052631579
che-ee-he-lc-olc	suf1_y	0.842105263
che-ee-he-lc-olc	suf2_ar	0.052631579
che-ee-he-lc-olc	suf2_dy	0.315789474
che-ee-he-lc-olc	suf2_em	0.052631579
che-ee-he-lc-olc	suf2_es	0.052631579
che-ee-he-lc-olc	suf2_ey	0.473684211
che-ee-he-lc-olc	suf2_ty	0.052631579
che-ee-he-oe	n_obs	1
che-ee-he-oe	len_10	1
che-ee-he-oe	suf1_y	1
che-ee-he-oe	suf2_ey	1
che-ee-he-ok	n_obs	12
che-ee-he-ok	len_7	0.583333333
che-ee-he-ok	len_8	0.166666667
che-ee-he-ok	len_9	0.25
che-ee-he-ok	suf1_g	0.083333333
che-ee-he-ok	suf1_o	0.166666667
che-ee-he-ok	suf1_y	0.75
che-ee-he-ok	suf2_eg	0.083333333
che-ee-he-ok	suf2_eo	0.166666667
che-ee-he-ok	suf2_ey	0.666666667
che-ee-he-ok	suf2_fy	0.083333333
che-ee-he-ok-qok	n_obs	3
che-ee-he-ok-qok	len_8	0.666666667
che-ee-he-ok-qok	len_9	0.333333333
che-ee-he-ok-qok	suf1_y	1
che-ee-he-ok-qok	suf2_dy	0.333333333
che-ee-he-ok-qok	suf2_ey	0.666666667
che-ee-he-op	n_obs	1
che-ee-he-op	len_13	1
che-ee-he-op	suf1_y	1
che-ee-he-op	suf2_dy	1
che-ee-he-op-opc-pc	n_obs	15
che-ee-he-op-opc-pc	len_7	0.466666667
che-ee-he-op-opc-pc	len_8	0.4
che-ee-he-op-opc-pc	len_9	0.133333333
che-ee-he-op-opc-pc	suf1_d	0.066666667
che-ee-he-op-opc-pc	suf1_l	0.066666667
che-ee-he-op-opc-pc	suf1_o	0.066666667
che-ee-he-op-opc-pc	suf1_r	0.066666667
che-ee-he-op-opc-pc	suf1_s	0.066666667
che-ee-he-op-opc-pc	suf1_y	0.666666667
che-ee-he-op-opc-pc	suf2_ar	0.066666667
che-ee-he-op-opc-pc	suf2_dy	0.2
che-ee-he-op-opc-pc	suf2_ed	0.066666667
che-ee-he-op-opc-pc	suf2_eo	0.066666667
che-ee-he-op-opc-pc	suf2_es	0.066666667
che-ee-he-op-opc-pc	suf2_ey	0.333333333
che-ee-he-op-opc-pc	suf2_ky	0.066666667
che-ee-he-op-opc-pc	suf2_ol	0.066666667
che-ee-he-op-opc-pc	suf2_oy	0.066666667
che-ee-he-op-opc-pc-qop	n_obs	7
che-ee-he-op-opc-pc-qop	len_10	0.142857143
che-ee-he-op-opc-pc-qop	len_8	0.571428571
che-ee-he-op-opc-pc-qop	len_9	0.285714286
che-ee-he-op-opc-pc-qop	suf1_y	1
che-ee-he-op-opc-pc-qop	suf2_dy	0.428571429
che-ee-he-op-opc-pc-qop	suf2_ey	0.571428571
che-ee-he-otc-tc-tch	n_obs	12
che-ee-he-otc-tc-tch	len_11	0.166666667
che-ee-he-otc-tc-tch	len_7	0.333333333
che-ee-he-otc-tc-tch	len_8	0.166666667
che-ee-he-otc-tc-tch	len_9	0.333333333
che-ee-he-otc-tc-tch	suf1_a	0.083333333
che-ee-he-otc-tc-tch	suf1_d	0.083333333
che-ee-he-otc-tc-tch	suf1_n	0.166666667
che-ee-he-otc-tc-tch	suf1_o	0.083333333
che-ee-he-otc-tc-tch	suf1_y	0.583333333
che-ee-he-otc-tc-tch	suf2_dy	0.416666667
che-ee-he-otc-tc-tch	suf2_ea	0.083333333
che-ee-he-otc-tc-tch	suf2_ed	0.083333333
che-ee-he-otc-tc-tch	suf2_eo	0.083333333
che-ee-he-otc-tc-tch	suf2_ey	0.166666667
che-ee-he-otc-tc-tch	suf2_in	0.166666667
che-ee-he-pc	n_obs	16
che-ee-he-pc	len_13	0.0625
che-ee-he-pc	len_6	0.1875
che-ee-he-pc	len_7	0.25
che-ee-he-pc	len_8	0.4375
che-ee-he-pc	len_9	0.0625
che-ee-he-pc	suf1_d	0.0625
che-ee-he-pc	suf1_s	0.125
che-ee-he-pc	suf1_y	0.8125
che-ee-he-pc	suf2_dy	0.375
che-ee-he-pc	suf2_ed	0.0625
che-ee-he-pc	suf2_es	0.125
che-ee-he-pc	suf2_ey	0.375
che-ee-he-pc	suf2_ty	0.0625
che-ee-he-pc-tc-tch	n_obs	1
che-ee-he-pc-tc-tch	len_10	1
che-ee-he-pc-tc-tch	suf1_y	1
che-ee-he-pc-tc-tch	suf2_ey	1
che-ee-he-tc-tch	n_obs	8
che-ee-he-tc-tch	len_10	0.125
che-ee-he-tc-tch	len_6	0.625
che-ee-he-tc-tch	len_7	0.125
che-ee-he-tc-tch	len_8	0.125
che-ee-he-tc-tch	suf1_l	0.125
che-ee-he-tc-tch	suf1_n	0.125
che-ee-he-tc-tch	suf1_s	0.125
che-ee-he-tc-tch	suf1_y	0.625
che-ee-he-tc-tch	suf2_en	0.125
che-ee-he-tc-tch	suf2_ey	0.625
che-ee-he-tc-tch	suf2_ol	0.125
che-ee-he-tc-tch	suf2_os	0.125
che-ee-he-tc-tch-yt-ytc	n_obs	2
che-ee-he-tc-tch-yt-ytc	len_7	0.5
che-ee-he-tc-tch-yt-ytc	len_8	0.5
che-ee-he-tc-tch-yt-ytc	suf1_r	0.5
che-ee-he-tc-tch-yt-ytc	suf1_y	0.5
che-ee-he-tc-tch-yt-ytc	suf2_ar	0.5
che-ee-he-tc-tch-yt-ytc	suf2_ey	0.5
che-ee-he-yc-ych	n_obs	39
che-ee-he-yc-ych	len_10	0.025641026
che-ee-he-yc-ych	len_11	0.025641026
che-ee-he-yc-ych	len_6	0.641025641
che-ee-he-yc-ych	len_7	0.205128205
che-ee-he-yc-ych	len_8	0.051282051
che-ee-he-yc-ych	len_9	0.051282051
che-ee-he-yc-ych	suf1_n	0.051282051
che-ee-he-yc-ych	suf1_o	0.102564103
che-ee-he-yc-ych	suf1_r	0.051282051
che-ee-he-yc-ych	suf1_s	0.051282051
che-ee-he-yc-ych	suf1_y	0.743589744
che-ee-he-yc-ych	suf2_ar	0.025641026
che-ee-he-yc-ych	suf2_dy	0.179487179
che-ee-he-yc-ych	suf2_eo	0.102564103
che-ee-he-yc-ych	suf2_es	0.051282051
che-ee-he-yc-ych	suf2_ey	0.487179487
che-ee-he-yc-ych	suf2_hy	0.051282051
che-ee-he-yc-ych	suf2_in	0.051282051
che-ee-he-yc-ych	suf2_or	0.025641026
che-ee-he-yc-ych	suf2_ty	0.025641026
che-ee-he-yc-ych-yt	n_obs	2
che-ee-he-yc-ych-yt	len_13	0.5
che-ee-he-yc-ych-yt	len_9	0.5
che-ee-he-yc-ych-yt	suf1_l	0.5
che-ee-he-yc-ych-yt	suf1_n	0.5
che-ee-he-yc-ych-yt	suf2_al	0.5
che-ee-he-yc-ych-yt	suf2_in	0.5
che-ee-he-yk	n_obs	1
che-ee-he-yk	len_8	1
che-ee-he-yk	suf1_m	1
che-ee-he-yk	suf2_am	1
che-ee-he-yt	n_obs	1
che-ee-he-yt	len_8	1
che-ee-he-yt	suf1_y	1
che-ee-he-yt	suf2_ey	1
che-hc-he-ok-shc	n_obs	1
che-hc-he-ok-shc	len_9	1
che-hc-he-ok-shc	suf1_y	1
che-hc-he-ok-shc	suf2_dy	1
che-hc-he-shc	n_obs	4
che-hc-he-shc	len_6	0.25
che-hc-he-shc	len_7	0.5
che-hc-he-shc	len_8	0.25
che-hc-he-shc	suf1_l	0.25
che-hc-he-shc	suf1_y	0.75
che-hc-he-shc	suf2_al	0.25
che-hc-he-shc	suf2_ey	0.75
che-he	n_obs	1846
che-he	len_10	0.00595883
che-he	len_11	0.000541712
che-he	len_12	0.000541712
che-he	len_3	0.001083424
che-he	len_4	0.193932828
che-he	len_5	0.451787649
che-he	len_6	0.158179848
che-he	len_7	0.109425785
che-he	len_8	0.059588299
che-he	len_9	0.018959913
che-he	suf1_a	0.001625135
che-he	suf1_d	0.015709642
che-he	suf1_e	0.002166847
che-he	suf1_f	0.000541712
che-he	suf1_g	0.001625135
che-he	suf1_k	0.001625135
che-he	suf1_l	0.124593716
che-he	suf1_m	0.014084507
che-he	suf1_n	0.049837486
che-he	suf1_o	0.031419285
che-he	suf1_p	0.002166847
che-he	suf1_r	0.098049837
che-he	suf1_s	0.040628386
che-he	suf1_t	0.001083424
che-he	suf1_y	0.614842904
che-he	suf2_ad	0.000541712
che-he	suf2_al	0.034669556
che-he	suf2_am	0.008667389
che-he	suf2_an	0.001625135
che-he	suf2_ar	0.047670639
che-he	suf2_as	0.002166847
che-he	suf2_at	0.000541712
che-he	suf2_ay	0.001083424
che-he	suf2_da	0.001083424
che-he	suf2_dl	0.001083424
che-he	suf2_do	0.000541712
che-he	suf2_ds	0.001083424
che-he	suf2_dy	0.332611051
che-he	suf2_ea	0.000541712
che-he	suf2_ed	0.01191766
che-he	suf2_ef	0.000541712
che-he	suf2_eg	0.001625135
che-he	suf2_ek	0.001625135
che-he	suf2_em	0.000541712
che-he	suf2_eo	0.030335861
che-he	suf2_ep	0.002166847
che-he	suf2_er	0.002708559
che-he	suf2_es	0.019501625
che-he	suf2_et	0.000541712
che-he	suf2_ey	0.185807151
che-he	suf2_fy	0.000541712
che-he	suf2_gy	0.000541712
che-he	suf2_hd	0.001083424
che-he	suf2_he	0.001625135
che-he	suf2_ho	0.000541712
che-he	suf2_hy	0.033586132
che-he	suf2_im	0.000541712
che-he	suf2_in	0.048212351
che-he	suf2_ir	0.001625135
che-he	suf2_is	0.001083424
che-he	suf2_kl	0.000541712
che-he	suf2_ky	0.028710726
che-he	suf2_ld	0.000541712
che-he	suf2_ly	0.008125677
che-he	suf2_my	0.000541712
che-he	suf2_od	0.001083424
che-he	suf2_ol	0.087215601
che-he	suf2_om	0.004333694
che-he	suf2_or	0.045503792
che-he	suf2_os	0.015709642
che-he	suf2_oy	0.001625135
che-he	suf2_py	0.003791983
che-he	suf2_ry	0.002166847
che-he	suf2_se	0.000541712
che-he	suf2_sy	0.001625135
che-he	suf2_ty	0.014084507
che-he	suf2_yd	0.000541712
che-he	suf2_yl	0.001083424
che-he	suf2_yr	0.000541712
che-he	suf2_ys	0.001083424
che-he-ke	n_obs	34
che-he-ke	len_10	0.058823529
che-he-ke	len_6	0.294117647
che-he-ke	len_7	0.411764706
che-he-ke	len_8	0.205882353
che-he-ke	len_9	0.029411765
che-he-ke	suf1_d	0.058823529
che-he-ke	suf1_l	0.117647059
che-he-ke	suf1_o	0.058823529
che-he-ke	suf1_r	0.088235294
che-he-ke	suf1_s	0.088235294
che-he-ke	suf1_y	0.588235294
che-he-ke	suf2_al	0.029411765
che-he-ke	suf2_ar	0.058823529
che-he-ke	suf2_dy	0.264705882
che-he-ke	suf2_ed	0.029411765
che-he-ke	suf2_el	0.029411765
che-he-ke	suf2_eo	0.058823529
che-he-ke	suf2_es	0.058823529
che-he-ke	suf2_ey	0.294117647
che-he-ke	suf2_hy	0.029411765
che-he-ke	suf2_od	0.029411765
che-he-ke	suf2_ol	0.058823529
che-he-ke	suf2_or	0.029411765
che-he-ke	suf2_ys	0.029411765
che-he-ke-lc-olc	n_obs	1
che-he-ke-lc-olc	len_8	1
che-he-ke-lc-olc	suf1_y	1
