token	folio	line	pos	section	left_score	right_score	pred_side	VPCA2
x	f66r	47	1	Herbal	0.0	0.0	unknown	P
p	f66r	48	1	Herbal	0.0	0.0	unknown	P
d	f66r	49	1	Herbal	2.0	30.0	right	P
pdaiin	f66r	50	1	Herbal	0.0	0.0	unknown	P
oteedy	f66r	50	2	Herbal	3.0	5.0	right	P
opchedy	f66r	50	3	Herbal	9.4	13.0	right	P
chap	f66r	50	4	Herbal	51.0	0.0	left	V
chefchy	f66r	50	5	Herbal	60.4	0.0	left	V
shddy	f66r	50	6	Herbal	0.0	0.0	unknown	P
ypcher	f66r	50	7	Herbal	9.4	2.0	left	V
cholpchd	f66r	50	8	Herbal	51.0	2.0	left	V
okedals	f66r	50	9	Herbal	8.75	77.0	right	P
rair	f66r	51	1	Herbal	0.0	0.0	unknown	P
shekey	f66r	51	2	Herbal	9.0	0.0	left	V
qokeedar	f66r	51	3	Herbal	48.75	0.0	left	V
okal	f66r	51	4	Herbal	0.75	77.0	right	P
okedy	f66r	51	5	Herbal	6.75	77.0	right	P
qokeedy	f66r	51	6	Herbal	48.75	0.0	left	V
qokal	f66r	51	7	Herbal	39.75	0.0	left	V
okedy	f66r	51	8	Herbal	6.75	77.0	right	P
qokshd	f66r	51	9	Herbal	39.75	0.0	left	V
ykshedy	f66r	52	1	Herbal	49.2	3.6	left	V
chody	f66r	52	2	Herbal	51.0	0.0	left	V
cthdy	f66r	52	3	Herbal	51.0	3.0	left	V
qokees	f66r	52	4	Herbal	48.75	0.0	left	V
cheeo	f66r	52	5	Herbal	63.4	0.0	left	V
okcho	f66r	52	6	Herbal	0.75	77.0	right	P
dy	f66r	52	7	Herbal	2.0	30.0	right	P
chekeey	f66r	52	8	Herbal	66.4	0.0	left	V
chedy	f66r	52	9	Herbal	60.4	0.0	left	V
chckhy	f66r	52	10	Herbal	51.0	24.0	left	V
shdy	f66r	53	1	Herbal	0.0	0.0	unknown	P
qotedy	f66r	53	2	Herbal	0.0	0.0	unknown	P
chdy	f66r	53	3	Herbal	51.0	0.0	left	V
chedy	f66r	53	4	Herbal	60.4	0.0	left	V
qotedal	f66r	53	5	Herbal	0.0	0.0	unknown	P
chcfheor	f66r	53	6	Herbal	57.0	24.0	left	V
ykeedy	f66r	53	7	Herbal	49.2	3.6	left	V
dar	f66r	53	8	Herbal	2.0	30.0	right	P
qotey	f66r	53	9	Herbal	0.0	0.0	unknown	P
kol	f66r	53	10	Herbal	2.0	24.0	right	P
ar	f66r	53	11	Herbal	0.0	0.0	unknown	P
qokeeody	f66r	54	1	Herbal	48.75	0.0	left	V
qokeody	f66r	54	2	Herbal	45.75	0.0	left	V
qokeody	f66r	54	3	Herbal	45.75	0.0	left	V
qokar	f66r	54	4	Herbal	39.75	0.0	left	V
sheky	f66r	54	5	Herbal	6.0	0.0	left	V
qokeeody	f66r	54	6	Herbal	48.75	0.0	left	V
okedy	f66r	54	7	Herbal	6.75	77.0	right	P
kodary	f66r	54	8	Herbal	2.0	24.0	right	P
ykeeody	f66r	55	1	Herbal	49.2	3.6	left	V
choekchy	f66r	55	2	Herbal	53.0	0.0	left	V
okeody	f66r	55	3	Herbal	6.75	77.0	right	P
chekeody	f66r	55	4	Herbal	63.4	0.0	left	V
qokeey	f66r	55	5	Herbal	48.75	0.0	left	V
dyky	f66r	55	6	Herbal	2.0	32.0	right	P
chctho	f66r	55	7	Herbal	51.0	31.0	left	V
rotaiin	f66r	55	8	Herbal	0.0	0.0	unknown	P
dsheol	f66r	56	1	Herbal	8.0	30.0	right	P
okaiin	f66r	56	2	Herbal	0.75	77.0	right	P
sheodaiin	f66r	56	3	Herbal	6.0	0.0	left	V
tocpheey	f66r	57	1	Herbal	9.0	0.0	left	V
dol	f66r	57	2	Herbal	2.0	30.0	right	P
kchody	f66r	57	3	Herbal	28.0	24.0	left	V
qokeody	f66r	57	4	Herbal	45.75	0.0	left	V
qokshy	f66r	57	5	Herbal	39.75	0.0	left	V
qopaiin	f66r	57	6	Herbal	0.0	29.0	right	P
dair	f66r	57	7	Herbal	2.0	30.0	right	P
ykodas	f66r	57	8	Herbal	43.2	3.6	left	V
okyd	f66r	57	9	Herbal	0.75	77.0	right	P
shol	f66r	58	1	Herbal	0.0	0.0	unknown	P
daiir	f66r	58	2	Herbal	2.0	30.0	right	P
dal	f66r	58	3	Herbal	2.0	30.0	right	P
ky	f66r	58	4	Herbal	2.0	24.0	right	P
shka	f66r	58	5	Herbal	0.0	0.0	unknown	P
qoky	f66r	58	6	Herbal	39.75	0.0	left	V
shekair	f66r	58	7	Herbal	6.0	0.0	left	V
choty	f66r	58	8	Herbal	51.0	0.0	left	C
dar	f66r	58	9	Herbal	2.0	30.0	right	P
okchy	f66r	58	10	Herbal	0.75	77.0	right	P
shdy	f66r	58	11	Herbal	0.0	0.0	unknown	P
ykol	f66r	58	12	Herbal	43.2	3.6	left	V
qocheky	f66r	59	1	Herbal	9.4	0.0	left	V
shetey	f66r	59	2	Herbal	6.0	0.0	left	V
dalal	f66r	59	3	Herbal	2.0	30.0	right	P
shedy	f66r	59	4	Herbal	6.0	0.0	left	V
chcta	f66r	59	5	Herbal	51.0	31.0	left	V
r	f66r	59	6	Herbal	0.0	0.0	unknown	P
sheod	f66r	59	7	Herbal	6.0	0.0	left	V
shokaiir	f66r	59	8	Herbal	0.75	0.0	left	V
chckhhy	f66r	59	9	Herbal	51.0	24.0	left	V
dasd	f66r	59	10	Herbal	2.0	30.0	right	P
shor	f66r	60	1	Herbal	0.0	0.0	unknown	P
sheodal	f66r	60	2	Herbal	6.0	0.0	left	V
sholdy	f66r	60	3	Herbal	0.0	0.0	unknown	P
qokchedy	f66r	60	4	Herbal	49.15	0.0	left	V
qofchy	f66r	60	5	Herbal	0.0	0.0	unknown	P
qoty	f66r	60	6	Herbal	0.0	0.0	unknown	C
chedair	f66r	60	7	Herbal	60.4	0.0	left	V
cheer	f66r	60	8	Herbal	63.4	0.0	left	V
kardy	f66r	60	9	Herbal	2.0	24.0	right	P
qokchey	f66r	61	1	Herbal	49.15	0.0	left	V
qokaiir	f66r	61	2	Herbal	39.75	0.0	left	V
cheky	f66r	61	3	Herbal	60.4	0.0	left	V
daly	f66r	61	4	Herbal	2.0	30.0	right	P
daiin	f66r	61	5	Herbal	2.0	30.0	right	P
dal	f66r	61	6	Herbal	2.0	30.0	right	P
shedy	f66r	61	7	Herbal	6.0	0.0	left	V
chedy	f66r	61	8	Herbal	60.4	0.0	left	V
ltar	f66r	61	9	Herbal	0.0	0.0	unknown	P
ol	f66r	61	10	Herbal	0.0	5.0	right	P
okedy	f66r	61	11	Herbal	6.75	77.0	right	P
ol	f66r	62	1	Herbal	0.0	5.0	right	P
cheeky	f66r	62	2	Herbal	63.4	0.0	left	V
daiir	f66r	62	3	Herbal	2.0	30.0	right	P
chky	f66r	62	4	Herbal	51.0	0.0	left	V
axor	f66r	62	5	Herbal				P
akar	f66r	62	6	Herbal	0.0	0.0	unknown	P
hy	f66r	62	7	Herbal				P
daiin	f66r	62	8	Herbal	2.0	30.0	right	P
pchof	f66r	63	1	Herbal	0.0	2.0	right	P
sholfosdaiin	f66r	63	2	Herbal	0.0	0.0	unknown	P
qotar	f66r	63	3	Herbal	0.0	0.0	unknown	P
otalor	f66r	63	4	Herbal	0.0	5.0	right	P
fchedys	f66r	63	5	Herbal	9.4	0.0	left	V
chedy	f66r	63	6	Herbal	60.4	0.0	left	V
dar	f66r	63	7	Herbal	2.0	30.0	right	P
odair	f66r	63	8	Herbal	0.0	5.0	right	P
ofaram	f66r	63	9	Herbal	0.0	5.0	right	P
dalcheeeky	f66r	64	1	Herbal	14.4	32.0	right	P
sheol	f66r	64	2	Herbal	6.0	0.0	left	V
dairody	f66r	64	3	Herbal	2.0	30.0	right	P
chekchy	f66r	64	4	Herbal	60.4	0.0	left	V
shed	f66r	64	5	Herbal	6.0	0.0	left	V
ykesheo	f66r	64	6	Herbal	52.2	3.6	left	V
l	f66r	64	7	Herbal	0.0	0.0	unknown	P
lor	f66r	64	8	Herbal	0.0	0.0	unknown	P
sheor	f66r	64	9	Herbal	6.0	0.0	left	V
cheyl	f66r	64	10	Herbal	60.4	0.0	left	V
dar	f66r	65	1	Herbal	2.0	30.0	right	P
shedy	f66r	65	2	Herbal	6.0	0.0	left	V
okar	f66r	65	3	Herbal	0.75	77.0	right	P
chedy	f66r	65	4	Herbal	60.4	0.0	left	V
kcheody	f66r	65	5	Herbal	37.4	24.0	left	V
chxar	f66r	65	6	Herbal	51.0	0.0	left	V
daly	f66r	65	7	Herbal	2.0	30.0	right	P
fchdar	f66r	65	8	Herbal	0.0	0.0	unknown	P
cheor	f66r	65	9	Herbal	60.4	0.0	left	V
aly	f66r	65	10	Herbal	0.0	0.0	unknown	P
sy	f66r	65	11	Herbal	0.0	0.0	unknown	P
shor	f66r	66	1	Herbal	0.0	0.0	unknown	P
shekeeody	f66r	66	2	Herbal				P
dal	f66r	66	3	Herbal	2.0	30.0	right	P
shedy	f66r	66	4	Herbal	6.0	0.0	left	V
qokar	f66r	66	5	Herbal	39.75	0.0	left	V
al	f66r	66	6	Herbal	0.0	0.0	unknown	P
shes	f66r	66	7	Herbal	6.0	0.0	left	V
psheody	f66r	67	1	Herbal	6.0	0.0	left	V
cfhol	f66r	67	2	Herbal	51.0	0.0	left	V
shofol	f66r	67	3	Herbal	0.0	0.0	unknown	P
okeody	f66r	67	4	Herbal	6.75	77.0	right	P
qokoldy	f66r	67	5	Herbal	39.75	0.0	left	V
ytarody	f66r	67	6	Herbal	0.0	4.0	right	P
shody	f66r	67	7	Herbal	0.0	0.0	unknown	P
shedy	f66r	67	8	Herbal	6.0	0.0	left	V
kair	f66r	67	9	Herbal	2.0	24.0	right	P
sair	f66r	68	1	Herbal	0.0	0.0	unknown	P
ol	f66r	68	2	Herbal	0.0	5.0	right	P
daiin	f66r	68	3	Herbal	2.0	30.0	right	P
daiin	f66r	68	4	Herbal	2.0	30.0	right	P
dal	f66r	68	5	Herbal	2.0	30.0	right	P
dol	f66r	68	6	Herbal	2.0	30.0	right	P
cheody	f66r	68	7	Herbal	60.4	0.0	left	V
dair	f66r	68	8	Herbal	2.0	30.0	right	P
aly	f66r	68	9	Herbal	0.0	0.0	unknown	P
dairal	f66r	68	10	Herbal	2.0	30.0	right	P
dolar	f66r	68	11	Herbal	2.0	30.0	right	P
shy	f66r	68	12	Herbal	0.0	0.0	unknown	P
dos	f66r	68	13	Herbal	2.0	30.0	right	P
tosheo	f66r	69	1	Herbal	6.0	0.0	left	V
qokaldy	f66r	69	2	Herbal	39.75	0.0	left	V
oky	f66r	69	3	Herbal	0.75	77.0	right	P
ol	f66r	69	4	Herbal	0.0	5.0	right	P
kcheeky	f66r	69	5	Herbal				P
qoky	f66r	69	6	Herbal	39.75	0.0	left	V
dary	f66r	69	7	Herbal	2.0	30.0	right	P
okees	f66r	69	8	Herbal	9.75	77.0	right	P
oly	f66r	69	9	Herbal	0.0	5.0	right	P
todeeey	f66r	70	1	Herbal	3.0	0.0	left	V
keody	f66r	70	2	Herbal	5.0	24.0	right	P
chdy	f66r	70	3	Herbal	51.0	0.0	left	V
keody	f66r	70	4	Herbal	5.0	24.0	right	P
shedy	f66r	70	5	Herbal	6.0	0.0	left	V
shekeefy	f66r	70	6	Herbal	12.0	0.0	left	V
chdy	f66r	70	7	Herbal	51.0	0.0	left	V
sheol	f66r	70	8	Herbal	6.0	0.0	left	V
shol	f66r	70	9	Herbal	0.0	0.0	unknown	P
kedy	f66r	70	10	Herbal	5.0	24.0	right	P
daly	f66r	70	11	Herbal	2.0	30.0	right	P
saiir	f66r	71	1	Herbal	0.0	0.0	unknown	P
cheol	f66r	71	2	Herbal	60.4	0.0	left	V
kal	f66r	71	3	Herbal	2.0	24.0	right	P
sheody	f66r	71	4	Herbal	6.0	0.0	left	V
chcthedy	f66r	71	5	Herbal	57.0	31.0	left	V
dal	f66r	71	6	Herbal	2.0	30.0	right	P
shol	f66r	71	7	Herbal	0.0	0.0	unknown	P
qokeody	f66r	71	8	Herbal	45.75	0.0	left	V
chody	f66r	71	9	Herbal	51.0	0.0	left	V
kechody	f66r	71	10	Herbal	5.0	24.0	right	P
sshedy	f66r	72	1	Herbal	6.0	0.0	left	V
oteedy	f66r	72	2	Herbal	3.0	5.0	right	P
ykeeody	f66r	72	3	Herbal	49.2	3.6	left	V
sheocthy	f66r	72	4	Herbal	6.0	3.0	left	V
ol	f66r	72	5	Herbal	0.0	5.0	right	P
ld	f66r	72	6	Herbal	0.0	0.0	unknown	P
lshedy	f66r	72	7	Herbal	10.0	0.0	left	V
chokeey	f66r	72	8	Herbal	60.75	0.0	left	V
chekey	f66r	72	9	Herbal	63.4	0.0	left	V
chey	f66r	72	10	Herbal	60.4	0.0	left	V
ysheeod	f66r	73	1	Herbal	9.0	0.0	left	V
qoteeod	f66r	73	2	Herbal	3.0	0.0	left	V
qotol	f66r	73	3	Herbal	0.0	0.0	unknown	C
qoky	f66r	73	4	Herbal	39.75	0.0	left	V
chckhedy	f66r	73	5	Herbal	57.0	24.0	left	V
shey	f66r	73	6	Herbal	6.0	0.0	left	V
dcheol	f66r	73	7	Herbal	41.4	36.0	left	V
cheky	f66r	73	8	Herbal	60.4	0.0	left	V
cheo	f66r	73	9	Herbal	60.4	0.0	left	V
dor	f66r	73	10	Herbal	2.0	30.0	right	P
ydaiin	f66r	74	1	Herbal	0.0	0.0	unknown	P
shody	f66r	74	2	Herbal	0.0	0.0	unknown	P
otchedy	f66r	74	3	Herbal	9.4	14.0	right	P
oteochey	f66r	74	4	Herbal	9.4	5.0	left	V
tolchedy	f66r	74	5	Herbal	9.4	4.0	left	V
lsheody	f66r	74	6	Herbal	10.0	0.0	left	V
qoky	f66r	74	7	Herbal	39.75	0.0	left	V
daiin	f66r	74	8	Herbal	2.0	30.0	right	P
otam	f66r	74	9	Herbal	0.0	5.0	right	P
tcheo	f66r	75	1	Herbal	9.4	7.0	left	V
sheor	f66r	75	2	Herbal	6.0	0.0	left	V
oteody	f66r	75	3	Herbal	0.0	5.0	right	P
lpchees	f66r	75	4	Herbal	12.4	2.0	left	V
ol	f66r	75	5	Herbal	0.0	5.0	right	P
ar	f66r	75	6	Herbal	0.0	0.0	unknown	P
alkey	f66r	75	7	Herbal	3.0	0.0	left	V
otey	f66r	75	8	Herbal	0.0	5.0	right	P
ltsholy	f66r	75	9	Herbal	0.0	0.0	unknown	P
shecthy	f66r	75	10	Herbal	6.0	3.0	left	V
r	f66r	75	11	Herbal	0.0	0.0	unknown	P
ol	f66r	75	12	Herbal	0.0	5.0	right	P
daiin	f66r	76	1	Herbal	2.0	30.0	right	P
sheol	f66r	76	2	Herbal	6.0	0.0	left	V
qocthedy	f66r	76	3	Herbal	6.0	3.0	left	V
qokedy	f66r	76	4	Herbal	45.75	0.0	left	V
lchey	f66r	76	5	Herbal	9.4	2.0	left	V
qokaly	f66r	76	6	Herbal	39.75	0.0	left	V
shcthy	f66r	76	7	Herbal	0.0	31.0	right	P
qotal	f66r	76	8	Herbal	0.0	0.0	unknown	P
otchdy	f66r	76	9	Herbal	0.0	14.0	right	P
qokey	f66r	77	1	Herbal	45.75	0.0	left	V
ar	f66r	77	2	Herbal	0.0	0.0	unknown	P
olkeol	f66r	77	3	Herbal	3.0	5.0	right	P
qokal	f66r	77	4	Herbal	39.75	0.0	left	V
cheoky	f66r	77	5	Herbal	61.15	0.0	left	V
ykchdy	f66r	77	6	Herbal	43.2	27.2	left	V
chody	f66r	77	7	Herbal	51.0	0.0	left	V
sheody	f66r	77	8	Herbal	6.0	0.0	left	V
qoky	f66r	77	9	Herbal	39.75	0.0	left	V
ldy	f66r	77	10	Herbal	0.0	0.0	unknown	P
dor	f66r	78	1	Herbal	2.0	30.0	right	P
aiin	f66r	78	2	Herbal	0.0	0.0	unknown	P
sheeol	f66r	78	3	Herbal	9.0	0.0	left	V
lshedy	f66r	78	4	Herbal	10.0	0.0	left	V
lchedy	f66r	78	5	Herbal	9.4	2.0	left	V
cheedy	f66r	78	6	Herbal	63.4	0.0	left	V
shekol	f66r	78	7	Herbal	6.0	0.0	left	V
dalol	f66r	78	8	Herbal	2.0	30.0	right	P
lodaiin	f66r	78	9	Herbal	0.0	0.0	unknown	P
sheol	f66r	79	1	Herbal	6.0	0.0	left	V
oteey	f66r	79	2	Herbal	3.0	5.0	right	P
ldaiin	f66r	79	3	Herbal	0.0	0.0	unknown	P
okalchedy	f66r	79	4	Herbal	10.15	79.0	right	P
pchedy	f66r	79	5	Herbal	9.4	2.0	left	V
kody	f66r	79	6	Herbal	2.0	24.0	right	P
qotchedy	f66r	79	7	Herbal	9.4	9.0	left	V
cphedy	f66r	79	8	Herbal	57.0	0.0	left	V
daiin	f66r	80	1	Herbal	2.0	30.0	right	P
shey	f66r	80	2	Herbal	6.0	0.0	left	V
qoteoly	f66r	80	3	Herbal	0.0	0.0	unknown	P
raiin	f66r	80	4	Herbal	0.0	0.0	unknown	P
sheedy	f66r	80	5	Herbal	9.0	0.0	left	V
shcthy	f66r	80	6	Herbal	0.0	31.0	right	P
lkeol	f66r	80	7	Herbal	3.0	0.0	left	V
qokol	f66r	80	8	Herbal	39.75	0.0	left	V
dkar	f66r	80	9	Herbal	2.0	30.0	right	P
lchey	f66r	81	1	Herbal	9.4	2.0	left	V
lkeedy	f66r	81	2	Herbal	6.0	0.0	left	V
chety	f66r	81	3	Herbal	60.4	0.0	left	V
shekaly	f66r	81	4	Herbal				P
shckhar	f66r	81	5	Herbal				P
otcheo	f66r	82	1	Herbal	9.4	14.0	right	P
chty	f66r	82	2	Herbal	51.0	0.0	left	V
ykchscheg	f66r	82	3	Herbal	52.6	27.2	left	V
okeodof	f66v	1	1	Herbal	6.75	77.0	right	P
sheod	f66v	1	2	Herbal	6.0	0.0	left	V
ychoopy	f66v	1	3	Herbal	30.0	3.0	left	V
opch	f66v	1	4	Herbal	0.0	43.0	right	P
dal	f66v	1	5	Herbal	2.0	30.0	right	P
dorshefy	f66v	1	6	Herbal	8.0	30.0	right	P
ytody	f66v	1	7	Herbal	0.0	4.0	right	P
daldeam	f66v	1	8	Herbal	2.0	30.0	right	P
teodal	f66v	2	1	Herbal	0.0	0.0	unknown	P
tchedy	f66v	2	2	Herbal	9.4	7.0	left	V
dshey	f66v	2	3	Herbal	8.0	30.0	right	P
okshedy	f66v	2	4	Herbal	6.75	77.0	right	P
okeedy	f66v	2	5	Herbal	9.75	77.0	right	P
dcheeky	f66v	2	6	Herbal	44.4	36.0	left	V
daldy	f66v	2	7	Herbal	2.0	30.0	right	P
qotal	f66v	2	8	Herbal	0.0	0.0	unknown	P
sy	f66v	2	9	Herbal	0.0	0.0	unknown	P
ytos	f66v	3	1	Herbal	0.0	4.0	right	P
s	f66v	3	2	Herbal	0.0	0.0	unknown	P
ar	f66v	3	3	Herbal	0.0	0.0	unknown	P
sheeky	f66v	3	4	Herbal	9.0	0.0	left	V
okechdy	f66v	3	5	Herbal	6.75	77.0	right	P
okchdal	f66v	3	6	Herbal	0.75	77.0	right	P
dar	f66v	3	7	Herbal	2.0	30.0	right	P
otal	f66v	3	8	Herbal	0.0	5.0	right	P
chody	f66v	3	9	Herbal	51.0	0.0	left	V
cheky	f66v	3	10	Herbal	60.4	0.0	left	V
shokeshy	f66v	4	1	Herbal	6.75	0.0	left	V
daiin	f66v	4	2	Herbal	2.0	30.0	right	P
cheos	f66v	4	3	Herbal	60.4	0.0	left	V
shky	f66v	4	4	Herbal	0.0	0.0	unknown	P
dol	f66v	4	5	Herbal	2.0	30.0	right	P
shckhy	f66v	4	6	Herbal	0.0	24.0	right	P
dal	f66v	4	7	Herbal	2.0	30.0	right	P
kodal	f66v	4	8	Herbal	2.0	24.0	right	P
chekal	f66v	4	9	Herbal	60.4	0.0	left	V
dal	f66v	4	10	Herbal	2.0	30.0	right	P
shdy	f66v	5	1	Herbal	0.0	0.0	unknown	P
shedefam	f66v	5	2	Herbal				P
qokedy	f66v	5	3	Herbal	45.75	0.0	left	V
chokal	f66v	5	4	Herbal	51.75	0.0	left	V
dal	f66v	5	5	Herbal	2.0	30.0	right	P
tchod	f66v	6	1	Herbal	0.0	7.0	right	P
sheody	f66v	6	2	Herbal	6.0	0.0	left	V
shckhhd	f66v	6	3	Herbal	0.0	24.0	right	P
chos	f66v	6	4	Herbal	51.0	0.0	left	V
chor	f66v	6	5	Herbal	51.0	0.0	left	V
sheo	f66v	6	6	Herbal	6.0	0.0	left	V
keody	f66v	6	7	Herbal	5.0	24.0	right	P
chepar	f66v	6	8	Herbal	60.4	0.0	left	V
shsopam	f66v	6	9	Herbal	0.0	3.0	right	P
qokeos	f66v	7	1	Herbal	45.75	0.0	left	V
sheody	f66v	7	2	Herbal	6.0	0.0	left	V
chekeor	f66v	7	3	Herbal	63.4	0.0	left	V
chody	f66v	7	4	Herbal	51.0	0.0	left	V
kotody	f66v	7	5	Herbal	2.0	24.0	right	P
qotchdy	f66v	7	6	Herbal	0.0	9.0	right	P
chckhd	f66v	7	7	Herbal	51.0	24.0	left	V
ytchdy	f66v	7	8	Herbal	0.0	49.0	right	P
dchekcsdy	f66v	8	1	Herbal				P
cheody	f66v	8	2	Herbal	60.4	0.0	left	V
qokchdy	f66v	8	3	Herbal	39.75	0.0	left	V
qokol	f66v	8	4	Herbal	39.75	0.0	left	V
keedy	f66v	8	5	Herbal	8.0	24.0	right	P
cheky	f66v	8	6	Herbal	60.4	0.0	left	V
chety	f66v	8	7	Herbal	60.4	0.0	left	V
kody	f66v	8	8	Herbal	2.0	24.0	right	P
pody	f66v	9	1	Herbal	0.0	0.0	unknown	P
sheody	f66v	9	2	Herbal	6.0	0.0	left	V
chpadar	f66v	9	3	Herbal	51.0	0.0	left	V
sheey	f66v	9	4	Herbal	9.0	0.0	left	V
feedly	f66v	9	5	Herbal	3.0	0.0	left	V
cheoseesey	f66v	9	6	Herbal	63.4	0.0	left	V
kchy	f66v	9	7	Herbal	28.0	24.0	left	V
qofchal	f66v	9	8	Herbal	0.0	0.0	unknown	P
dshol	f66v	10	1	Herbal	2.0	30.0	right	P
keedy	f66v	10	2	Herbal	8.0	24.0	right	P
qokyr	f66v	10	3	Herbal	39.75	0.0	left	V
okaiin	f66v	10	4	Herbal	0.75	77.0	right	P
dol	f66v	10	5	Herbal	2.0	30.0	right	P
kal	f66v	10	6	Herbal	2.0	24.0	right	P
daiin	f66v	10	7	Herbal	2.0	30.0	right	P
otal	f66v	10	8	Herbal	0.0	5.0	right	P
dakar	f66v	10	9	Herbal	2.0	30.0	right	P
okag	f66v	10	10	Herbal	0.75	77.0	right	P
yteeod	f66v	11	1	Herbal	3.0	4.0	right	P
aiin	f66v	11	2	Herbal	0.0	0.0	unknown	P
shekeod	f66v	11	3	Herbal	9.0	0.0	left	V
s	f66v	11	4	Herbal	0.0	0.0	unknown	P
aiin	f66v	11	5	Herbal	0.0	0.0	unknown	P
ykofar	f66v	11	6	Herbal	43.2	3.6	left	V
otaiin	f66v	11	7	Herbal	0.0	5.0	right	P
otar	f66v	11	8	Herbal	0.0	5.0	right	P
chedy	f66v	11	9	Herbal	60.4	0.0	left	V
kara	f66v	11	10	Herbal	2.0	24.0	right	P
qekar	f66v	12	1	Herbal	0.0	0.0	unknown	P
okedy	f66v	12	2	Herbal	6.75	77.0	right	P
cheky	f66v	12	3	Herbal	60.4	0.0	left	V
dal	f66v	12	4	Herbal	2.0	30.0	right	P
chekal	f66v	12	5	Herbal	60.4	0.0	left	V
chckhy	f66v	12	6	Herbal	51.0	24.0	left	V
kal	f66v	12	7	Herbal	2.0	24.0	right	P
kal	f66v	12	8	Herbal	2.0	24.0	right	P
dar	f66v	12	9	Herbal	2.0	30.0	right	P
chkchody	f66v	12	10	Herbal	51.0	0.0	left	V
ydees	f66v	13	1	Herbal				P
shey	f66v	13	2	Herbal	6.0	0.0	left	V
daiin	f66v	13	3	Herbal	2.0	30.0	right	P
dalkal	f66v	13	4	Herbal				P
ykedaiin	f66v	13	5	Herbal				P
shedar	f66v	13	6	Herbal	6.0	0.0	left	V
okchdy	f66v	13	7	Herbal	0.75	77.0	right	P
oty	f66v	13	8	Herbal	0.0	5.0	right	C
teeodaiin	f67r1	1	1	Astronomical/Zodiac	3.0	0.0	left	V
shey	f67r1	1	2	Astronomical/Zodiac	6.0	0.0	left	V
epairody	f67r1	1	3	Astronomical/Zodiac	0.0	0.0	unknown	P
osaiin	f67r1	1	4	Astronomical/Zodiac	0.0	5.0	right	P
yteeoey	f67r1	1	5	Astronomical/Zodiac	5.0	4.0	left	V
shey	f67r1	1	6	Astronomical/Zodiac	6.0	0.0	left	V
epaiin	f67r1	1	7	Astronomical/Zodiac	0.0	0.0	unknown	P
oaiin	f67r1	1	8	Astronomical/Zodiac	0.0	5.0	right	P
daiir	f67r1	2	1	Astronomical/Zodiac	2.0	30.0	right	P
okeody	f67r1	2	2	Astronomical/Zodiac	6.75	77.0	right	P
qoekshg	f67r1	2	3	Astronomical/Zodiac	28.0	0.0	left	V
sar	f67r1	2	4	Astronomical/Zodiac	0.0	0.0	unknown	P
oeteody	f67r1	2	5	Astronomical/Zodiac	2.0	5.0	right	P
oteey	f67r1	2	6	Astronomical/Zodiac	3.0	5.0	right	P
keey	f67r1	2	7	Astronomical/Zodiac	8.0	24.0	right	P
keo	f67r1	2	8	Astronomical/Zodiac	5.0	24.0	right	P
keeodal	f67r1	2	9	Astronomical/Zodiac	8.0	24.0	right	P
ycheo	f67r1	3	1	Astronomical/Zodiac	39.4	0.0	left	V
s	f67r1	3	2	Astronomical/Zodiac	0.0	0.0	unknown	P
o	f67r1	3	3	Astronomical/Zodiac	0.0	5.0	right	P
g	f67r1	3	4	Astronomical/Zodiac	0.0	0.0	unknown	P
cheos	f67r1	3	5	Astronomical/Zodiac	60.4	0.0	left	V
aiin	f67r1	3	6	Astronomical/Zodiac	0.0	0.0	unknown	P
okesoe	f67r1	3	7	Astronomical/Zodiac	8.75	77.0	right	P
aram	f67r1	3	8	Astronomical/Zodiac	0.0	0.0	unknown	P
shees	f67r1	3	9	Astronomical/Zodiac	9.0	0.0	left	V
dalaiin	f67r1	3	10	Astronomical/Zodiac	2.0	30.0	right	P
dam	f67r1	3	11	Astronomical/Zodiac	2.0	30.0	right	P
cheodaiin	f67r1	4	1	Astronomical/Zodiac	60.4	0.0	left	V
chekeey	f67r1	4	2	Astronomical/Zodiac	66.4	0.0	left	V
sar	f67r1	4	3	Astronomical/Zodiac	0.0	0.0	unknown	P
air	f67r1	4	4	Astronomical/Zodiac	0.0	0.0	unknown	P
soar	f67r1	4	5	Astronomical/Zodiac				P
cheey	f67r1	4	6	Astronomical/Zodiac	63.400000000000006	0.0	left	V
dair	f67r1	4	7	Astronomical/Zodiac	2.0	30.0	right	P
cthey	f67r1	4	8	Astronomical/Zodiac	57.0	3.0	left	V
soairal	f67r1	5	1	Astronomical/Zodiac	0.0	0.0	unknown	P
shdy	f67r1	5	2	Astronomical/Zodiac	0.0	0.0	unknown	P
chokeody	f67r1	5	3	Astronomical/Zodiac	57.75	0.0	left	V
ykeedal	f67r1	5	4	Astronomical/Zodiac	49.2	3.6	left	V
ol	f67r1	5	5	Astronomical/Zodiac	0.0	5.0	right	P
oteodaiin	f67r1	5	6	Astronomical/Zodiac	0.0	5.0	right	P
choikhedy	f67r1	5	7	Astronomical/Zodiac	57.0	0.0	left	V
ot	f67r1	5	8	Astronomical/Zodiac	0.0	7.0	right	C
chteokeeiin	f67r1	5	9	Astronomical/Zodiac	60.75	0.0	left	V
choteedy	f67r1	5	10	Astronomical/Zodiac	54.0	0.0	left	V
otor	f67r1	5	11	Astronomical/Zodiac	0.0	5.0	right	C
