token	folio	line	pos	section	left_score	right_score	pred_side	VPCA2
ol	f81r	22	8	Biological	0.0	5.0	right	P
oly	f81r	22	9	Biological	0.0	5.0	right	P
chey	f81r	23	1	Biological	60.4	0.0	left	V
okain	f81r	23	2	Biological	0.75	77.0	right	P
sheckhy	f81r	23	3	Biological	6.0	0.0	left	V
soiin	f81r	23	4	Biological	0.0	0.0	unknown	P
chey	f81r	23	5	Biological	60.4	0.0	left	V
lchey	f81r	23	6	Biological	9.4	2.0	left	V
parody	f81r	24	1	Biological	0.0	0.0	unknown	P
shecphy	f81r	24	2	Biological	6.0	0.0	left	V
cheol	f81r	24	3	Biological	60.4	0.0	left	V
qotal	f81r	24	4	Biological	0.0	0.0	unknown	P
dar	f81r	24	5	Biological	2.0	30.0	right	P
otedy	f81r	24	6	Biological	0.0	5.0	right	P
oly	f81r	24	7	Biological	0.0	5.0	right	P
sar	f81r	25	1	Biological	0.0	0.0	unknown	P
shedy	f81r	25	2	Biological	6.0	0.0	left	V
qol	f81r	25	3	Biological	0.0	0.0	unknown	P
otain	f81r	25	4	Biological	0.0	5.0	right	C
okais	f81r	25	5	Biological	0.75	77.0	right	P
okal	f81r	25	6	Biological	0.75	77.0	right	P
chedy	f81r	25	7	Biological	60.4	0.0	left	V
dy	f81r	25	8	Biological	2.0	30.0	right	P
pchedy	f81r	26	1	Biological	9.4	2.0	left	V
qokey	f81r	26	2	Biological	45.75	0.0	left	V
oteol	f81r	26	3	Biological	0.0	5.0	right	P
qol	f81r	26	4	Biological	0.0	0.0	unknown	P
sheor	f81r	26	5	Biological	6.0	0.0	left	V
shedy	f81r	26	6	Biological	6.0	0.0	left	V
qcthdys	f81r	26	7	Biological	0.0	3.0	right	P
sal	f81r	27	1	Biological	0.0	0.0	unknown	P
chedy	f81r	27	2	Biological	60.4	0.0	left	V
qokedy	f81r	27	3	Biological	45.75	0.0	left	V
olkedy	f81r	27	4	Biological	3.0	5.0	right	P
dol	f81r	27	5	Biological	2.0	30.0	right	P
qokchedy	f81r	27	6	Biological	49.15	0.0	left	V
qokesdy	f81r	28	1	Biological	45.75	0.0	left	V
chedy	f81r	28	2	Biological	60.4	0.0	left	V
qokar	f81r	28	3	Biological	39.75	0.0	left	V
chey	f81r	28	4	Biological	60.4	0.0	left	V
taiin	f81r	28	5	Biological	0.0	0.0	unknown	P
otey	f81r	28	6	Biological	0.0	5.0	right	P
lchl	f81r	28	7	Biological	0.0	2.0	right	P
y	f81r	29	1	Biological	0.0	0.0	unknown	P
sheedy	f81r	29	2	Biological	9.0	0.0	left	V
shy	f81r	29	3	Biological	0.0	0.0	unknown	P
chey	f81r	29	4	Biological	60.4	0.0	left	V
lchcthy	f81r	29	5	Biological	0.0	15.0	right	P
ytar	f81r	29	6	Biological	0.0	4.0	right	P
olkaiin	f81r	29	7	Biological	0.0	5.0	right	P
ol	f81r	29	8	Biological	0.0	5.0	right	P
l	f81r	30	1	Biological	0.0	0.0	unknown	P
shedy	f81r	30	2	Biological	6.0	0.0	left	V
qokedy	f81r	30	3	Biological	45.75	0.0	left	V
sor	f81r	30	4	Biological	0.0	0.0	unknown	P
olkar	f81r	30	5	Biological	0.0	5.0	right	P
olkaiin	f81r	30	6	Biological	0.0	5.0	right	P
olkshdy	f81r	30	7	Biological	0.0	5.0	right	P
sol	f81r	31	1	Biological	0.0	0.0	unknown	P
shedy	f81r	31	2	Biological	6.0	0.0	left	V
ol	f81r	31	3	Biological	0.0	5.0	right	P
lchedy	f81r	31	4	Biological	9.4	2.0	left	V
shedy	f81r	31	5	Biological	6.0	0.0	left	V
shy	f81r	31	6	Biological	0.0	0.0	unknown	P
olkedy	f81r	31	7	Biological	3.0	5.0	right	P
ches	f81r	31	8	Biological	60.4	0.0	left	V
ar	f81r	31	9	Biological	0.0	0.0	unknown	P
or	f81r	31	10	Biological	0.0	5.0	right	P
oraiiin	f81r	31	11	Biological	0.0	5.0	right	P
par	f81v	1	1	Biological	0.0	0.0	unknown	P
shey	f81v	1	2	Biological	6.0	0.0	left	V
keedy	f81v	1	3	Biological	8.0	24.0	right	P
shekal	f81v	1	4	Biological	6.0	0.0	left	V
dal	f81v	1	5	Biological	2.0	30.0	right	P
dar	f81v	1	6	Biological	2.0	30.0	right	P
ol	f81v	1	7	Biological	0.0	5.0	right	P
pchedy	f81v	1	8	Biological	9.4	2.0	left	V
shek	f81v	1	9	Biological	34.8	0.0	left	V
dain	f81v	1	10	Biological	2.0	30.0	right	P
ofal	f81v	1	11	Biological	0.0	5.0	right	P
sheky	f81v	1	12	Biological	6.0	0.0	left	V
qokedy	f81v	2	1	Biological	45.75	0.0	left	V
okaiin	f81v	2	2	Biological	0.75	77.0	right	P
kair	f81v	2	3	Biological	2.0	24.0	right	P
okal	f81v	2	4	Biological	0.75	77.0	right	P
sar	f81v	2	5	Biological	0.0	0.0	unknown	P
ol	f81v	2	6	Biological	0.0	5.0	right	P
kain	f81v	2	7	Biological	2.0	24.0	right	P
olkain	f81v	2	8	Biological	0.0	5.0	right	P
al	f81v	2	9	Biological	0.0	0.0	unknown	P
ol	f81v	2	10	Biological	0.0	5.0	right	P
rol	f81v	2	11	Biological	0.0	0.0	unknown	P
dl	f81v	2	12	Biological	2.0	30.0	right	P
saiin	f81v	3	1	Biological	0.0	0.0	unknown	P
daiin	f81v	3	2	Biological	2.0	30.0	right	P
olkeedy	f81v	3	3	Biological	6.0	5.0	left	V
okedy	f81v	3	4	Biological	6.75	77.0	right	P
dykain	f81v	3	5	Biological	2.0	32.0	right	P
shek	f81v	3	6	Biological	34.8	0.0	left	V
chdy	f81v	3	7	Biological	51.0	0.0	left	V
dalal	f81v	3	8	Biological	2.0	30.0	right	P
oldy	f81v	3	9	Biological	0.0	5.0	right	P
qokaiin	f81v	4	1	Biological	39.75	0.0	left	V
okain	f81v	4	2	Biological	0.75	77.0	right	P
cheeky	f81v	4	3	Biological	63.4	0.0	left	V
dy	f81v	4	4	Biological	2.0	30.0	right	P
ol	f81v	4	5	Biological	0.0	5.0	right	P
kaiin	f81v	4	6	Biological	2.0	24.0	right	P
dain	f81v	4	7	Biological	2.0	30.0	right	P
dy	f81v	4	8	Biological	2.0	30.0	right	P
daiin	f81v	4	9	Biological	2.0	30.0	right	P
chckhy	f81v	4	10	Biological	51.0	24.0	left	V
okaiin	f81v	5	1	Biological	0.75	77.0	right	P
daiin	f81v	5	2	Biological	2.0	30.0	right	P
otain	f81v	5	3	Biological	0.0	5.0	right	C
chckhy	f81v	5	4	Biological	51.0	24.0	left	V
okeedy	f81v	5	5	Biological	9.75	77.0	right	P
qoky	f81v	5	6	Biological	39.75	0.0	left	V
kar	f81v	5	7	Biological	2.0	24.0	right	P
daiin	f81v	5	8	Biological	2.0	30.0	right	P
okar	f81v	5	9	Biological	0.75	77.0	right	P
qokain	f81v	6	1	Biological	39.75	0.0	left	V
okaiin	f81v	6	2	Biological	0.75	77.0	right	P
ol	f81v	6	3	Biological	0.0	5.0	right	P
chedy	f81v	6	4	Biological	60.4	0.0	left	V
cheol	f81v	6	5	Biological	60.4	0.0	left	V
lky	f81v	6	6	Biological	0.0	0.0	unknown	P
ls	f81v	6	7	Biological	2.0	0.0	left	V
aiin	f81v	6	8	Biological	0.0	0.0	unknown	P
okain	f81v	6	9	Biological	0.75	77.0	right	P
daldy	f81v	6	10	Biological	2.0	30.0	right	P
olor	f81v	7	1	Biological	0.0	5.0	right	P
ol	f81v	7	2	Biological	0.0	5.0	right	P
sheckhal	f81v	7	3	Biological	6.0	0.0	left	V
daiin	f81v	7	4	Biological	2.0	30.0	right	P
qokeedal	f81v	7	5	Biological	48.75	0.0	left	V
daiin	f81v	7	6	Biological	2.0	30.0	right	P
chckhy	f81v	7	7	Biological	51.0	24.0	left	V
schedy	f81v	7	8	Biological	9.4	0.0	left	V
qol	f81v	7	9	Biological	0.0	0.0	unknown	P
ykol	f81v	8	1	Biological	43.2	3.6	left	V
or	f81v	8	2	Biological	0.0	5.0	right	P
shedy	f81v	8	3	Biological	6.0	0.0	left	V
sheedy	f81v	8	4	Biological	9.0	0.0	left	V
qol	f81v	8	5	Biological	0.0	0.0	unknown	P
keedy	f81v	8	6	Biological	8.0	24.0	right	P
daiin	f81v	8	7	Biological	2.0	30.0	right	P
dkain	f81v	8	8	Biological	2.0	30.0	right	P
cphedy	f81v	8	9	Biological	57.0	0.0	left	V
oldy	f81v	8	10	Biological	0.0	5.0	right	P
yar	f81v	9	1	Biological				P
olchey	f81v	9	2	Biological	9.4	45.0	right	P
kaiin	f81v	9	3	Biological	2.0	24.0	right	P
okeey	f81v	9	4	Biological	9.75	77.0	right	P
daiin	f81v	9	5	Biological	2.0	30.0	right	P
olor	f81v	9	6	Biological	0.0	5.0	right	P
checkhy	f81v	9	7	Biological	60.4	0.0	left	V
daiidy	f81v	9	8	Biological	2.0	30.0	right	P
polshy	f81v	10	1	Biological	4.0	0.0	left	V
oshyteed	f81v	10	2	Biological	3.0	7.0	right	P
qop	f81v	10	3	Biological	0.0	29.0	right	P
okeedy	f81v	10	4	Biological	9.75	77.0	right	P
otedy	f81v	10	5	Biological	0.0	5.0	right	P
okshedy	f81v	10	6	Biological	6.75	77.0	right	P
qoty	f81v	10	7	Biological	0.0	0.0	unknown	C
dairam	f81v	10	8	Biological	2.0	30.0	right	P
oshey	f81v	11	1	Biological	6.0	5.0	left	V
qokeey	f81v	11	2	Biological	48.75	0.0	left	V
okeey	f81v	11	3	Biological	9.75	77.0	right	P
oky	f81v	11	4	Biological	0.75	77.0	right	P
ykeey	f81v	11	5	Biological	49.2	3.6000000000000005	left	V
qoky	f81v	11	6	Biological	39.75	0.0	left	V
okylky	f81v	11	7	Biological	0.75	77.0	right	P
olchy	f81v	11	8	Biological	0.0	45.0	right	P
ky	f81v	11	9	Biological	2.0	24.0	right	P
dsholyd	f81v	11	10	Biological	2.0	30.0	right	P
qol	f81v	12	1	Biological	0.0	0.0	unknown	P
ol	f81v	12	2	Biological	0.0	5.0	right	P
chdy	f81v	12	3	Biological	51.0	0.0	left	V
shedy	f81v	12	4	Biological	6.0	0.0	left	V
qokedy	f81v	12	5	Biological	45.75	0.0	left	V
ytedy	f81v	12	6	Biological	0.0	4.0	right	P
chetedy	f81v	12	7	Biological	60.4	0.0	left	V
lkedey	f81v	12	8	Biological	3.0	0.0	left	V
ytedy	f81v	12	9	Biological	0.0	4.0	right	P
ykecsey	f81v	13	1	Biological	46.2	3.6	left	V
dched	f81v	13	2	Biological	41.4	36.0	left	V
ytedy	f81v	13	3	Biological	0.0	4.0	right	P
ytedy	f81v	13	4	Biological	0.0	4.0	right	P
dar	f81v	13	5	Biological	2.0	30.0	right	P
ykeda	f81v	13	6	Biological	46.2	3.6	left	V
iphy	f81v	13	7	Biological	0.0	0.0	unknown	P
qoty	f81v	13	8	Biological	0.0	0.0	unknown	C
ykedy	f81v	13	9	Biological	46.2	3.6000000000000005	left	V
okal	f81v	13	10	Biological	0.75	77.0	right	P
dshedy	f81v	14	1	Biological	8.0	30.0	right	P
ykeedy	f81v	14	2	Biological	49.2	3.6	left	V
cseeky	f81v	14	3	Biological	54.0	0.0	left	V
daiin	f81v	14	4	Biological	2.0	30.0	right	P
okedy	f81v	14	5	Biological	6.75	77.0	right	P
qokeed	f81v	14	6	Biological	48.75	0.0	left	V
qokedy	f81v	14	7	Biological	45.75	0.0	left	V
lchpchdy	f81v	14	8	Biological	0.0	4.0	right	P
qokal	f81v	15	1	Biological	39.75	0.0	left	V
chedy	f81v	15	2	Biological	60.4	0.0	left	V
ol	f81v	15	3	Biological	0.0	5.0	right	P
sheey	f81v	15	4	Biological	9.0	0.0	left	V
salshcthdy	f81v	15	5	Biological	4.0	13.0	right	P
qofchedy	f81v	15	6	Biological	9.4	0.0	left	V
r	f81v	15	7	Biological	0.0	0.0	unknown	P
chedy	f81v	15	8	Biological	60.4	0.0	left	V
ltary	f81v	15	9	Biological	0.0	0.0	unknown	P
lor	f81v	16	1	Biological	0.0	0.0	unknown	P
shedy	f81v	16	2	Biological	6.0	0.0	left	V
qoeedy	f81v	16	3	Biological	31.0	0.0	left	V
ol	f81v	16	4	Biological	0.0	5.0	right	P
chy	f81v	16	5	Biological	51.0	0.0	left	V
rshdy	f81v	16	6	Biological	0.0	0.0	unknown	P
lshedy	f81v	16	7	Biological	10.0	0.0	left	V
dar	f81v	16	8	Biological	2.0	30.0	right	P
chdy	f81v	16	9	Biological	51.0	0.0	left	V
pchdy	f81v	16	10	Biological	0.0	2.0	right	P
sshkchdy	f81v	17	1	Biological	0.0	0.0	unknown	P
chedy	f81v	17	2	Biological	60.4	0.0	left	V
ol	f81v	17	3	Biological	0.0	5.0	right	P
shedy	f81v	17	4	Biological	6.0	0.0	left	V
qolchedy	f81v	17	5	Biological	9.4	4.0	left	V
qokain	f81v	17	6	Biological	39.75	0.0	left	V
shckhy	f81v	17	7	Biological	0.0	24.0	right	P
dl	f81v	17	8	Biological	2.0	30.0	right	P
ral	f81v	17	9	Biological	0.0	0.0	unknown	P
qokchdy	f81v	18	1	Biological	39.75	0.0	left	V
chey	f81v	18	2	Biological	60.4	0.0	left	V
ol	f81v	18	3	Biological	0.0	5.0	right	P
cheky	f81v	18	4	Biological	60.4	0.0	left	V
ol	f81v	18	5	Biological	0.0	5.0	right	P
shedy	f81v	18	6	Biological	6.0	0.0	left	V
qokedy	f81v	18	7	Biological	45.75	0.0	left	V
qokedy	f81v	18	8	Biological	45.75	0.0	left	V
chckhy	f81v	18	9	Biological	51.0	24.0	left	V
qoky	f81v	18	10	Biological	39.75	0.0	left	V
solkeey	f81v	19	1	Biological	6.0	0.0	left	V
ol	f81v	19	2	Biological	0.0	5.0	right	P
shedy	f81v	19	3	Biological	6.0	0.0	left	V
qokar	f81v	19	4	Biological	39.75	0.0	left	V
sheckhy	f81v	19	5	Biological	6.0	0.0	left	V
dcsedy	f81v	19	6	Biological	6.0	36.0	right	P
qokar	f81v	19	7	Biological	39.75	0.0	left	V
qokal	f81v	19	8	Biological	39.75	0.0	left	V
dol	f81v	19	9	Biological	2.0	30.0	right	P
chy	f81v	19	10	Biological	51.0	0.0	left	V
qocthey	f81v	20	1	Biological	6.0	3.0	left	V
chekal	f81v	20	2	Biological	60.4	0.0	left	V
chody	f81v	20	3	Biological	51.0	0.0	left	V
qokedy	f81v	20	4	Biological	45.75	0.0	left	V
lshety	f81v	20	5	Biological	10.0	0.0	left	V
qoldy	f81v	20	6	Biological	0.0	0.0	unknown	P
ltedy	f81v	20	7	Biological	0.0	0.0	unknown	P
qotain	f81v	20	8	Biological	0.0	0.0	unknown	C
lsho	f81v	21	1	Biological	4.0	0.0	left	V
qokey	f81v	21	2	Biological	45.75	0.0	left	V
lshedy	f81v	21	3	Biological	10.0	0.0	left	V
lshedy	f81v	21	4	Biological	10.0	0.0	left	V
chedy	f81v	21	5	Biological	60.4	0.0	left	V
qolky	f81v	21	6	Biological	0.0	0.0	unknown	P
lchedal	f81v	21	7	Biological	9.4	2.0	left	V
qol	f81v	21	8	Biological	0.0	0.0	unknown	P
otar	f81v	21	9	Biological	0.0	5.0	right	P
qokal	f81v	22	1	Biological	39.75	0.0	left	V
qol	f81v	22	2	Biological	0.0	0.0	unknown	P
oiin	f81v	22	3	Biological	0.0	5.0	right	P
cheey	f81v	22	4	Biological	63.400000000000006	0.0	left	V
dal	f81v	22	5	Biological	2.0	30.0	right	P
lohedy	f81v	22	6	Biological	6.0	0.0	left	V
shedy	f81v	22	7	Biological	6.0	0.0	left	V
sal	f81v	22	8	Biological	0.0	0.0	unknown	P
chtedytar	f81v	22	9	Biological	51.0	2.0	left	V
shol	f81v	23	1	Biological	0.0	0.0	unknown	P
qekchy	f81v	23	2	Biological	0.0	0.0	unknown	P
ykaiin	f81v	23	3	Biological	43.2	3.6	left	V
olkain	f81v	23	4	Biological	0.0	5.0	right	P
shedy	f81v	23	5	Biological	6.0	0.0	left	V
qoky	f81v	23	6	Biological	39.75	0.0	left	V
dchedy	f81v	23	7	Biological	41.4	36.0	left	V
rol	f81v	23	8	Biological	0.0	0.0	unknown	P
ol	f81v	23	9	Biological	0.0	5.0	right	P
cthdy	f81v	23	10	Biological	51.0	3.0	left	V
ytey	f81v	24	1	Biological	0.0	4.0	right	P
okchedy	f81v	24	2	Biological	10.15	77.0	right	P
qokal	f81v	24	3	Biological	39.75	0.0	left	V
okeey	f81v	24	4	Biological	9.75	77.0	right	P
qol	f81v	24	5	Biological	0.0	0.0	unknown	P
cheedy	f81v	24	6	Biological	63.4	0.0	left	V
sal	f81v	24	7	Biological	0.0	0.0	unknown	P
teol	f81v	24	8	Biological	0.0	0.0	unknown	P
dchdy	f81v	24	9	Biological	32.0	36.0	right	P
ly	f81v	24	10	Biological	0.0	0.0	unknown	P
oshedy	f81v	25	1	Biological	6.0	5.0	left	V
qotedy	f81v	25	2	Biological	0.0	0.0	unknown	P
shol	f81v	25	3	Biological	0.0	0.0	unknown	P
chedy	f81v	25	4	Biological	60.4	0.0	left	V
yshchey	f81v	25	5	Biological	9.4	6.0	left	V
ol	f81v	25	6	Biological	0.0	5.0	right	P
chey	f81v	25	7	Biological	60.4	0.0	left	V
qol	f81v	25	8	Biological	0.0	0.0	unknown	P
chedy	f81v	25	9	Biological	60.4	0.0	left	V
tchd	f81v	25	10	Biological	0.0	7.0	right	P
oky	f81v	25	11	Biological	0.75	77.0	right	P
ol	f81v	26	1	Biological	0.0	5.0	right	P
chechol	f81v	26	2	Biological	60.4	0.0	left	V
tar	f81v	26	3	Biological	0.0	0.0	unknown	P
oiin	f81v	26	4	Biological	0.0	5.0	right	P
okedy	f81v	26	5	Biological	6.75	77.0	right	P
dal	f81v	26	6	Biological	2.0	30.0	right	P
shey	f81v	26	7	Biological	6.0	0.0	left	V
olkeol	f81v	26	8	Biological	3.0	5.0	right	P
olkeedy	f81v	26	9	Biological	6.0	5.0	left	V
okeol	f81v	26	10	Biological	6.75	77.0	right	P
dsheol	f81v	27	1	Biological	8.0	30.0	right	P
oiiin	f81v	27	2	Biological	0.0	5.0	right	P
olkeedy	f81v	27	3	Biological	6.0	5.0	left	V
tedy	f81v	27	4	Biological	0.0	0.0	unknown	P
cheky	f81v	27	5	Biological	60.4	0.0	left	V
shckhedy	f81v	27	6	Biological	6.0	24.0	right	P
chal	f81v	27	7	Biological	51.0	0.0	left	V
otoin	f81v	28	1	Biological	0.0	5.0	right	P
olkol	f81v	28	2	Biological	0.0	5.0	right	P
qocseedy	f82r	1	1	Biological				P
qokeol	f82r	1	2	Biological	45.75	0.0	left	V
daiin	f82r	1	3	Biological	2.0	30.0	right	P
shckhy	f82r	1	4	Biological	0.0	24.0	right	P
okeeor	f82r	1	5	Biological	9.75	77.0	right	P
cheey	f82r	1	6	Biological	63.400000000000006	0.0	left	V
daiin	f82r	1	7	Biological	2.0	30.0	right	P
shey	f82r	1	8	Biological	6.0	0.0	left	V
dchedy	f82r	2	1	Biological	41.4	36.0	left	V
qolchedy	f82r	2	2	Biological	9.4	4.0	left	V
qokain	f82r	2	3	Biological	39.75	0.0	left	V
dy	f82r	2	4	Biological	2.0	30.0	right	P
qokeedy	f82r	2	5	Biological	48.75	0.0	left	V
qokal	f82r	2	6	Biological	39.75	0.0	left	V
lcheckhy	f82r	2	7	Biological	9.4	2.0	left	V
lched	f82r	2	8	Biological	9.4	2.0	left	V
qokeey	f82r	3	1	Biological	48.75	0.0	left	V
lcheckhedy	f82r	3	2	Biological				P
qokaly	f82r	3	3	Biological	39.75	0.0	left	V
solkaiin	f82r	3	4	Biological	0.0	0.0	unknown	P
chckhy	f82r	3	5	Biological	51.0	24.0	left	V
qokaiin	f82r	3	6	Biological	39.75	0.0	left	V
qokaiin	f82r	4	1	Biological	39.75	0.0	left	V
octheol	f82r	4	2	Biological	6.0	8.0	right	P
chkeey	f82r	4	3	Biological	57.0	0.0	left	V
ldy	f82r	4	4	Biological	0.0	0.0	unknown	P
oteey	f82r	4	5	Biological	3.0	5.0	right	P
qokal	f82r	4	6	Biological	39.75	0.0	left	V
sheckhy	f82r	4	7	Biological	6.0	0.0	left	V
qoky	f82r	4	8	Biological	39.75	0.0	left	V
sol	f82r	5	1	Biological	0.0	0.0	unknown	P
lkchedy	f82r	5	2	Biological	9.4	0.0	left	V
qokeedy	f82r	5	3	Biological	48.75	0.0	left	V
qokal	f82r	5	4	Biological	39.75	0.0	left	V
cthol	f82r	5	5	Biological	51.0	3.0	left	V
chedy	f82r	5	6	Biological	60.4	0.0	left	V
qoteedy	f82r	5	7	Biological	3.0	0.0	left	V
qokal	f82r	5	8	Biological	39.75	0.0	left	V
sor	f82r	6	1	Biological	0.0	0.0	unknown	P
shedy	f82r	6	2	Biological	6.0	0.0	left	V
qol	f82r	6	3	Biological	0.0	0.0	unknown	P
shedaiin	f82r	6	4	Biological	6.0	0.0	left	V
sheckhy	f82r	6	5	Biological	6.0	0.0	left	V
okal	f82r	6	6	Biological	0.75	77.0	right	P
sheky	f82r	6	7	Biological	6.0	0.0	left	V
qotaiin	f82r	6	8	Biological	0.0	0.0	unknown	P
chedol	f82r	6	9	Biological	60.4	0.0	left	V
dshedy	f82r	7	1	Biological	8.0	30.0	right	P
sotaiin	f82r	7	2	Biological	0.0	0.0	unknown	P
qokar	f82r	7	3	Biological	39.75	0.0	left	V
shedy	f82r	7	4	Biological	6.0	0.0	left	V
solshedy	f82r	7	5	Biological	10.0	0.0	left	V
qokeey	f82r	7	6	Biological	48.75	0.0	left	V
qoky	f82r	7	7	Biological	39.75	0.0	left	V
ls	f82r	7	8	Biological	2.0	0.0	left	V
cheey	f82r	7	9	Biological	63.400000000000006	0.0	left	V
qokeey	f82r	8	1	Biological	48.75	0.0	left	V
sheedy	f82r	8	2	Biological	9.0	0.0	left	V
qokedy	f82r	8	3	Biological	45.75	0.0	left	V
lchor	f82r	8	4	Biological	0.0	2.0	right	P
cheey	f82r	8	5	Biological	63.400000000000006	0.0	left	V
qokey	f82r	8	6	Biological	45.75	0.0	left	V
qotal	f82r	8	7	Biological	0.0	0.0	unknown	P
chedy	f82r	8	8	Biological	60.4	0.0	left	V
qoteor	f82r	8	9	Biological	0.0	0.0	unknown	P
sshol	f82r	9	1	Biological				P
shecthy	f82r	9	2	Biological	6.0	3.0	left	V
qokaiin	f82r	9	3	Biological	39.75	0.0	left	V
chkedy	f82r	9	4	Biological	54.0	0.0	left	V
rchey	f82r	9	5	Biological	9.4	0.0	left	V
dairchey	f82r	9	6	Biological				P
qokaiin	f82r	9	7	Biological	39.75	0.0	left	V
orol	f82r	10	1	Biological	0.0	5.0	right	P
dain	f82r	10	2	Biological	2.0	30.0	right	P
kolchdy	f82r	11	1	Biological	2.0	28.0	right	P
qokedy	f82r	11	2	Biological	45.75	0.0	left	V
qopol	f82r	11	3	Biological	0.0	29.0	right	P
qotedor	f82r	11	4	Biological	0.0	0.0	unknown	P
chopchedy	f82r	11	5	Biological	60.4	8.0	left	V
qotal	f82r	11	6	Biological	0.0	0.0	unknown	P
chedy	f82r	11	7	Biological	60.4	0.0	left	V
kam	f82r	11	8	Biological	2.0	24.0	right	P
otedy	f82r	12	1	Biological	0.0	5.0	right	P
qodched	f82r	12	2	Biological	13.4	0.0	left	V
olqo	f82r	12	3	Biological	0.0	5.0	right	P
dar	f82r	12	4	Biological	2.0	30.0	right	P
checkho	f82r	12	5	Biological	60.4	0.0	left	V
lolol	f82r	12	6	Biological	0.0	0.0	unknown	P
okal	f82r	12	7	Biological	0.75	77.0	right	P
okair	f82r	12	8	Biological	0.75	77.0	right	P
chedy	f82r	12	9	Biological	60.4	0.0	left	V
tcheol	f82r	13	1	Biological	9.4	7.0	left	V
olchedy	f82r	13	2	Biological	9.4	45.0	right	P
qokeedy	f82r	13	3	Biological	48.75	0.0	left	V
qotedy	f82r	13	4	Biological	0.0	0.0	unknown	P
chedar	f82r	13	5	Biological	60.4	0.0	left	V
cheey	f82r	13	6	Biological	63.400000000000006	0.0	left	V
lchey	f82r	13	7	Biological	9.4	2.0	left	V
sal	f82r	13	8	Biological	0.0	0.0	unknown	P
arol	f82r	13	9	Biological	0.0	0.0	unknown	P
rolchy	f82r	14	1	Biological	0.0	4.0	right	P
qokol	f82r	14	2	Biological	39.75	0.0	left	V
chey	f82r	14	3	Biological	60.4	0.0	left	V
qokain	f82r	14	4	Biological	39.75	0.0	left	V
deeedy	f82r	14	5	Biological	5.0	30.0	right	P
qokeey	f82r	14	6	Biological	48.75	0.0	left	V
qokaiin	f82r	14	7	Biological	39.75	0.0	left	V
olchedy	f82r	14	8	Biological	9.4	45.0	right	P
tedy	f82r	15	1	Biological	0.0	0.0	unknown	P
lchedy	f82r	15	2	Biological	9.4	2.0	left	V
qokedy	f82r	15	3	Biological	45.75	0.0	left	V
qokchdy	f82r	15	4	Biological	39.75	0.0	left	V
lkeedy	f82r	15	5	Biological	6.0	0.0	left	V
qokaiin	f82r	15	6	Biological	39.75	0.0	left	V
dy	f82r	15	7	Biological	2.0	30.0	right	P
daiin	f82r	15	8	Biological	2.0	30.0	right	P
chdy	f82r	15	9	Biological	51.0	0.0	left	V
dy	f82r	15	10	Biological	2.0	30.0	right	P
qokeedy	f82r	16	1	Biological	48.75	0.0	left	V
lchedy	f82r	16	2	Biological	9.4	2.0	left	V
qokeedy	f82r	16	3	Biological	48.75	0.0	left	V
cheey	f82r	16	4	Biological	63.400000000000006	0.0	left	V
ror	f82r	16	5	Biological	0.0	0.0	unknown	P
ol	f82r	16	6	Biological	0.0	5.0	right	P
saiin	f82r	16	7	Biological	0.0	0.0	unknown	P
chey	f82r	16	8	Biological	60.4	0.0	left	V
raity	f82r	16	9	Biological	0.0	0.0	unknown	P
dam	f82r	16	10	Biological	2.0	30.0	right	P
dshedy	f82r	17	1	Biological	8.0	30.0	right	P
qoteey	f82r	17	2	Biological	3.0	0.0	left	V
chedy	f82r	17	3	Biological	60.4	0.0	left	V
qokeeey	f82r	17	4	Biological	48.75	0.0	left	V
qokedy	f82r	17	5	Biological	45.75	0.0	left	V
lteedy	f82r	17	6	Biological	3.0	0.0	left	V
qokeedy	f82r	17	7	Biological	48.75	0.0	left	V
rolchey	f82r	17	8	Biological	9.4	4.0	left	V
polched	f82r	18	1	Biological	9.4	4.0	left	V
otain	f82r	18	2	Biological	0.0	5.0	right	C
shedy	f82r	18	3	Biological	6.0	0.0	left	V
shedy	f82r	18	4	Biological	6.0	0.0	left	V
dal	f82r	18	5	Biological	2.0	30.0	right	P
chedar	f82r	18	6	Biological	60.4	0.0	left	V
qokeey	f82r	18	7	Biological	48.75	0.0	left	V
okeey	f82r	18	8	Biological	9.75	77.0	right	P
lsoraiin	f82r	18	9	Biological				P
ory	f82r	18	10	Biological	0.0	5.0	right	P
okain	f82r	19	1	Biological	0.75	77.0	right	P
char	f82r	19	2	Biological	51.0	0.0	left	V
okain	f82r	19	3	Biological	0.75	77.0	right	P
qokeedy	f82r	19	4	Biological	48.75	0.0	left	V
lchy	f82r	19	5	Biological	0.0	2.0	right	P
posalshy	f82r	20	1	Biological	4.0	0.0	left	V
qokedy	f82r	20	2	Biological	45.75	0.0	left	V
cphal	f82r	20	3	Biological	51.0	0.0	left	V
shedy	f82r	20	4	Biological	6.0	0.0	left	V
sheol	f82r	20	5	Biological	6.0	0.0	left	V
keeedy	f82r	20	6	Biological	8.0	24.0	right	P
lkaiin	f82r	20	7	Biological	0.0	0.0	unknown	P
shedy	f82r	20	8	Biological	6.0	0.0	left	V
qoly	f82r	20	9	Biological	0.0	0.0	unknown	P
daiin	f82r	21	1	Biological	2.0	30.0	right	P
cheoky	f82r	21	2	Biological	61.15	0.0	left	V
lkedy	f82r	21	3	Biological	3.0	0.0	left	V
rolshey	f82r	21	4	Biological	10.0	0.0	left	V
